,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE MONTH,SALE YEAR
78908,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5453,10,B2,10308,2,0,2,4922.0,2548.0,1965,1,B2,200000.0,5,2017
78911,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5459,61,B2,10308,2,0,2,2700.0,1100.0,1975,1,B2,540000.0,2,2017
78912,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5462,28,B2,10308,2,0,2,4920.0,2332.0,1965,1,B2,665000.0,11,2016
78913,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5463,10,B9,10308,2,0,2,4710.0,1880.0,1970,1,B9,475000.0,6,2017
78914,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5463,34,B9,10308,2,0,2,3366.0,1320.0,1970,1,B9,490000.0,11,2016
78915,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5463,43,B2,10308,2,0,2,4500.0,3000.0,1970,1,B2,810000.0,4,2017
78917,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5469,45,B2,10308,2,0,2,5000.0,1516.0,1970,1,B2,710000.0,8,2017
78918,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5470,20,B2,10308,2,0,2,4000.0,1400.0,1965,1,B2,550000.0,9,2016
78922,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5472,21,B2,10308,2,0,2,4100.0,1712.0,1970,1,B2,625000.0,12,2016
78923,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5472,29,B2,10308,2,0,2,4100.0,1712.0,1970,1,B2,732500.0,6,2017
78927,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5480,17,B9,10308,2,0,2,3406.0,1204.0,1975,1,B9,600000.0,10,2016
78928,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5480,34,B2,10308,2,0,2,3897.0,2200.0,1975,1,B2,425000.0,12,2016
78934,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5485,16,B2,10312,2,0,2,3036.0,1980.0,2003,1,B2,826000.0,7,2017
78936,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5489,330,B2,10308,2,0,2,4519.0,1824.0,1970,1,B2,545000.0,5,2017
78937,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5491,8,B2,10312,2,0,2,3700.0,1880.0,1997,1,B2,715000.0,6,2017
78938,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5491,15,B2,10312,2,0,2,4120.0,2023.0,2015,1,B2,829873.0,6,2017
78939,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5491,106,B2,10312,2,0,2,4480.0,1940.0,1997,1,B2,729000.0,5,2017
78941,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5494,7,B2,10312,2,0,2,3000.0,2220.0,1970,1,B2,535000.0,12,2016
78943,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5497,231,B2,10308,2,0,2,3925.0,1800.0,1996,1,B2,580000.0,9,2016
78944,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5515,49,B2,10312,2,0,2,4000.0,2070.0,1970,1,B2,565000.0,11,2016
78945,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5518,22,B2,10312,2,0,2,3800.0,2824.0,1985,1,B2,657500.0,11,2016
78946,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5518,64,B2,10312,2,0,2,5400.0,2000.0,1985,1,B2,640000.0,2,2017
78948,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5518,214,B2,10312,2,0,2,3800.0,2600.0,1984,1,B2,655000.0,5,2017
78949,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5523,124,B2,10312,2,0,2,3325.0,2120.0,1992,1,B2,690000.0,3,2017
78950,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5523,299,B2,10312,2,0,2,3420.0,2000.0,1999,1,B2,580000.0,2,2017
78951,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5528,143,B2,10312,2,0,2,3800.0,2000.0,1975,1,B2,635000.0,8,2017
78954,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5531,69,B1,10312,2,0,2,4002.0,1800.0,1970,1,B1,485000.0,1,2017
78955,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5531,72,B1,10312,2,0,2,4002.0,1800.0,1970,1,B1,465000.0,1,2017
78957,5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5531,153,B2,10312,2,0,2,4200.0,1880.0,1970,1,B2,706000.0,5,2017
79043,5,GREAT KILLS,22 STORE BUILDINGS                         ,4,5134,15,K4,10308,2,2,4,5700.0,4720.0,2004,4,K4,1865000.0,5,2017
79046,5,GREAT KILLS,22 STORE BUILDINGS                         ,4,5272,47,K4,10308,1,1,2,5100.0,1640.0,1931,4,K4,725000.0,4,2017
79049,5,GREAT KILLS,29 COMMERCIAL GARAGES                      ,4,5201,47,G1,10308,0,2,2,5000.0,2000.0,1986,4,G1,469000.0,1,2017
79055,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,4697,18,A5,10306,1,0,1,2000.0,1370.0,1965,1,A5,469000.0,4,2017
79056,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,4698,3,A5,10306,1,0,1,2500.0,1448.0,1965,1,A5,460000.0,9,2016
79057,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,4698,71,A5,10306,1,0,1,2625.0,1248.0,1965,1,A5,493000.0,7,2017
79058,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,4710,32,A1,10306,1,0,1,4040.0,2112.0,1965,1,A1,550000.0,7,2017
79059,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,4710,114,A5,10306,1,0,1,2400.0,1440.0,1965,1,A5,525000.0,1,2017
79060,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,4960,26,A5,10306,1,0,1,1900.0,1176.0,1965,1,A5,415000.0,11,2016
79061,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,4961,15,A2,10306,1,0,1,4000.0,1064.0,1950,1,A2,330000.0,4,2017
79063,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,4965,3,A2,10306,1,0,1,3600.0,1092.0,1960,1,A2,575000.0,7,2017
79064,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5015,67,A5,10306,1,0,1,1200.0,1000.0,2004,1,A5,395000.0,5,2017
79065,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5015,81,A5,10306,1,0,1,2400.0,1230.0,1985,1,A5,436000.0,9,2016
79067,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5020,48,A5,10306,1,0,1,2448.0,1564.0,1965,1,A5,421000.0,11,2016
79068,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5022,1,A2,10306,1,0,1,5350.0,1344.0,1960,1,A2,600000.0,2,2017
79071,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5024,25,A1,10306,1,0,1,5839.0,1306.0,1935,1,A1,125000.0,9,2016
79072,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5024,35,A2,10306,1,0,1,5724.0,1439.0,1940,1,A2,565000.0,5,2017
79073,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5090,62,A5,10306,1,0,1,1040.0,1360.0,1987,1,A5,374000.0,9,2016
79076,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5094,44,A5,10306,1,0,1,2300.0,1176.0,1975,1,A5,510000.0,2,2017
79077,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5094,49,A5,10306,1,0,1,2300.0,1176.0,1967,1,A5,430000.0,12,2016
79079,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5095,46,A5,10308,1,0,1,2600.0,1520.0,1975,1,A5,475000.0,12,2016
79081,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5099,4,A2,10308,1,0,1,3880.0,2138.0,1975,1,A2,609000.0,2,2017
79083,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5099,44,A1,10308,1,0,1,4000.0,2124.0,1975,1,A1,727650.0,10,2016
79086,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5101,32,A5,10308,1,0,1,2431.0,1424.0,2007,1,A5,577000.0,12,2016
79089,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5115,21,A1,10308,1,0,1,4000.0,1560.0,1960,1,A1,630000.0,7,2017
79090,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5115,24,A1,10308,1,0,1,4000.0,1560.0,1960,1,A1,535000.0,10,2016
79091,5,GREAT KILLS-BAY TERRACE,01 ONE FAMILY DWELLINGS                    ,1,5115,54,A2,10308,1,0,1,4000.0,1884.0,1970,1,A2,660000.0,4,2017
79093,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,4697,38,B2,10306,2,0,2,4000.0,1980.0,1965,1,B2,650000.0,4,2017
79095,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,4973,13,B2,10306,2,0,2,6000.0,3200.0,1970,1,B2,380000.0,12,2016
79096,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,4976,18,B2,10306,2,0,2,5800.0,2237.0,1970,1,B2,610000.0,12,2016
79098,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,4978,22,B2,10306,2,0,2,4000.0,2192.0,1965,1,B2,799000.0,3,2017
79099,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,5024,19,B2,10306,2,0,2,4576.0,2444.0,1965,1,B2,780000.0,12,2016
79100,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,5025,13,B2,10306,2,0,2,4000.0,2444.0,1960,1,B2,587500.0,5,2017
79101,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,5025,17,B2,10306,2,0,2,4000.0,2444.0,1960,1,B2,370000.0,1,2017
79104,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,5093,8,B9,10306,2,0,2,3480.0,1152.0,1975,1,B9,740000.0,7,2017
79105,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,5095,9,B2,10306,2,0,2,4000.0,2012.0,1965,1,B2,780000.0,6,2017
79106,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,5097,1,B2,10308,2,0,2,3600.0,2588.0,1982,1,B2,710000.0,2,2017
79107,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,5097,16,B2,10308,2,0,2,4800.0,2108.0,1970,1,B2,710000.0,1,2017
79108,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,5097,22,B2,10308,2,0,2,4000.0,1908.0,1970,1,B2,757500.0,3,2017
79110,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,5099,9,B2,10308,2,0,2,4360.0,2600.0,1975,1,B2,290000.0,9,2016
79111,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,5100,31,B2,10308,2,0,2,4000.0,2104.0,1975,1,B2,615000.0,6,2017
79113,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,5113,1,B2,10308,2,0,2,4410.0,2520.0,1970,1,B2,715000.0,10,2016
79114,5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS                    ,1,5113,14,B2,10308,2,0,2,3900.0,2392.0,1960,1,B2,300000.0,5,2017
79136,5,GRYMES HILL,01 ONE FAMILY DWELLINGS                    ,1,593,33,A1,10301,1,0,1,4000.0,1304.0,1915,1,A1,470000.0,9,2016
79142,5,GRYMES HILL,01 ONE FAMILY DWELLINGS                    ,1,614,150,A2,10304,1,0,1,2525.0,456.0,1930,1,A2,200000.0,1,2017
79144,5,GRYMES HILL,01 ONE FAMILY DWELLINGS                    ,1,617,1,A1,10304,1,0,1,7054.0,1528.0,2014,1,A1,962246.0,12,2016
79145,5,GRYMES HILL,01 ONE FAMILY DWELLINGS                    ,1,617,18,A1,10304,1,0,1,5000.0,1700.0,2014,1,A1,753505.0,2,2017
79146,5,GRYMES HILL,01 ONE FAMILY DWELLINGS                    ,1,618,105,A1,10301,1,0,1,6000.0,2190.0,1970,1,A1,575000.0,7,2017
79153,5,GRYMES HILL,01 ONE FAMILY DWELLINGS                    ,1,621,49,A1,10304,1,0,1,5709.0,732.0,1920,1,A1,330000.0,4,2017
79154,5,GRYMES HILL,01 ONE FAMILY DWELLINGS                    ,1,622,97,A1,10304,1,0,1,4375.0,1192.0,1915,1,A1,369000.0,4,2017
79155,5,GRYMES HILL,01 ONE FAMILY DWELLINGS                    ,1,622,104,A2,10304,1,0,1,5424.0,864.0,1930,1,A2,320000.0,11,2016
79156,5,GRYMES HILL,01 ONE FAMILY DWELLINGS                    ,1,623,245,A2,10304,1,0,1,4000.0,960.0,1965,1,A2,530000.0,9,2016
79157,5,GRYMES HILL,01 ONE FAMILY DWELLINGS                    ,1,627,14,A2,10304,1,0,1,6500.0,1176.0,1950,1,A2,645000.0,11,2016
79162,5,GRYMES HILL,02 TWO FAMILY DWELLINGS                    ,1,591,59,B2,10301,2,0,2,2600.0,1622.0,1920,1,B2,765000.0,5,2017
79163,5,GRYMES HILL,02 TWO FAMILY DWELLINGS                    ,1,614,144,B2,10304,2,0,2,6000.0,2228.0,1920,1,B2,500000.0,12,2016
79164,5,GRYMES HILL,02 TWO FAMILY DWELLINGS                    ,1,615,175,B9,10304,2,0,2,1162.0,2010.0,2002,1,B9,450000.0,6,2017
79173,5,GRYMES HILL,02 TWO FAMILY DWELLINGS                    ,1,622,29,B2,10304,2,0,2,5850.0,1856.0,1910,1,B2,350000.0,11,2016
79174,5,GRYMES HILL,02 TWO FAMILY DWELLINGS                    ,1,623,123,B3,10304,2,0,2,6565.0,1272.0,1925,1,B3,298485.0,7,2017
79204,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6332,124,A1,10312,1,0,1,4050.0,1775.0,2002,1,A1,700000.0,11,2016
79205,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6333,93,A1,10312,1,0,1,4800.0,945.0,1915,1,A1,515000.0,7,2017
79210,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6338,54,A2,10312,1,0,1,4000.0,1865.0,1975,1,A2,580000.0,10,2016
79211,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6338,132,A1,10312,1,0,1,4100.0,1016.0,1935,1,A1,623000.0,1,2017
79215,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6534,35,A1,10312,1,0,1,7414.0,4088.0,1965,1,A1,487500.0,5,2017
79217,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6539,52,A1,10312,1,0,1,6870.0,3850.0,1993,1,A1,830000.0,11,2016
79219,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6552,20,A1,10312,1,0,1,5734.0,3026.0,2007,1,A1,940000.0,12,2016
79220,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6552,58,A3,10312,1,0,1,7308.0,5417.0,2015,1,A3,763687.0,6,2017
79222,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6561,11,A1,10312,1,0,1,2975.0,1496.0,1985,1,A1,680000.0,11,2016
79223,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6569,12,A1,10312,1,0,1,6000.0,2200.0,1950,1,A1,505584.0,4,2017
79224,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6570,8,A1,10312,1,0,1,4800.0,1020.0,1955,1,A1,610000.0,6,2017
79227,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6574,49,A1,10312,1,0,1,4000.0,2137.0,1930,1,A1,683500.0,3,2017
79229,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6581,39,A2,10312,1,0,1,5500.0,1288.0,1960,1,A2,475000.0,10,2016
79232,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6815,196,A1,10312,1,0,1,3880.0,1828.0,1965,1,A1,524900.0,10,2016
79235,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6821,29,A2,10312,1,0,1,4000.0,1944.0,1970,1,A2,560000.0,5,2017
79236,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6822,7,A1,10312,1,0,1,4000.0,2046.0,1970,1,A1,635000.0,10,2016
79237,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6827,48,A1,10312,1,0,1,4560.0,1080.0,1930,1,A1,310000.0,1,2017
79238,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6828,36,A1,10312,1,0,1,5495.0,2364.0,2004,1,A1,205000.0,10,2016
79241,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6838,4,A1,10309,1,0,1,7520.0,2400.0,2002,1,A1,1092000.0,8,2017
79243,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6838,19,A2,10312,1,0,1,4200.0,2052.0,1974,1,A2,655000.0,12,2016
79245,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6839,23,A2,10312,1,0,1,4410.0,2087.0,1976,1,A2,500000.0,10,2016
79246,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6839,60,A2,10312,1,0,1,3990.0,2087.0,1974,1,A2,625000.0,9,2016
79248,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6841,42,A2,10312,1,0,1,4560.0,2133.0,1970,1,A2,570000.0,7,2017
79250,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6842,29,A2,10312,1,0,1,4142.0,2042.0,1970,1,A2,550000.0,12,2016
79251,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6843,114,A2,10312,1,0,1,4500.0,2242.0,1970,1,A2,630000.0,5,2017
79252,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6843,116,A2,10312,1,0,1,4000.0,2242.0,1970,1,A2,530000.0,2,2017
79255,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6846,37,A2,10312,1,0,1,6040.0,2510.0,1978,1,A2,610000.0,11,2016
79256,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6846,54,A2,10312,1,0,1,4200.0,2510.0,1970,1,A2,631000.0,6,2017
79257,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6847,51,A2,10312,1,0,1,4200.0,1680.0,1965,1,A2,533900.0,2,2017
79258,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6849,9,A2,10312,1,0,1,4200.0,876.0,1965,1,A2,550000.0,7,2017
79260,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6853,30,A2,10309,1,0,1,7800.0,2600.0,1965,1,A2,650000.0,5,2017
79261,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6869,28,A1,10309,1,0,1,4200.0,1008.0,1955,1,A1,834965.0,4,2017
79264,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6875,52,A2,10309,1,0,1,5029.0,936.0,1960,1,A2,515000.0,2,2017
79265,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6875,118,A0,10309,1,0,1,4050.0,1112.0,1965,1,A0,553000.0,3,2017
79269,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6884,51,A5,10309,1,0,1,2120.0,1120.0,1983,1,A5,410000.0,4,2017
79272,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6888,27,A5,10309,1,0,1,2000.0,1120.0,1985,1,A5,460000.0,6,2017
79273,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6888,28,A5,10309,1,0,1,2000.0,1120.0,1985,1,A5,435000.0,12,2016
79274,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6888,45,A5,10309,1,0,1,1860.0,1480.0,1985,1,A5,20000.0,9,2016
79275,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6888,52,A5,10309,1,0,1,1860.0,1480.0,1983,1,A5,492000.0,8,2017
79277,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6890,43,A2,10309,1,0,1,5520.0,1662.0,1960,1,A2,530000.0,8,2017
79279,5,HUGUENOT,01 ONE FAMILY DWELLINGS                    ,1,6890,62,A2,10309,1,0,1,4000.0,1934.0,1973,1,A2,675000.0,6,2017
79282,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6309,71,B2,10312,2,0,2,6000.0,2096.0,1973,1,B2,700000.0,10,2016
79284,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6312,55,B1,10312,2,0,2,4000.0,2284.0,1991,1,B1,664300.0,1,2017
79285,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6314,4,B2,10312,2,0,2,6000.0,2348.0,1978,1,B2,195000.0,4,2017
79287,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6317,25,B2,10312,2,0,2,4000.0,2259.0,1985,1,B2,715000.0,3,2017
79288,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6317,28,B2,10312,2,0,2,4000.0,2259.0,1985,1,B2,672000.0,11,2016
79291,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6324,22,B2,10312,2,0,2,5282.0,2639.0,2014,1,B2,997885.0,7,2017
79294,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6333,99,B3,10312,2,0,2,4800.0,1460.0,1915,1,B3,659000.0,6,2017
79295,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6334,54,B2,10312,2,0,2,4000.0,2150.0,2013,1,B2,873000.0,5,2017
79296,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6334,61,B2,10312,2,0,2,4000.0,2390.0,1965,1,B2,650000.0,3,2017
79297,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6335,37,B2,10312,2,0,2,5000.0,1968.0,1970,1,B2,835000.0,4,2017
79299,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6561,80,B2,10312,2,0,2,4560.0,2250.0,1985,1,B2,610000.0,6,2017
79307,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6820,53,B2,10312,2,0,2,4000.0,2424.0,1975,1,B2,610000.0,9,2016
79308,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6820,61,B2,10312,2,0,2,4000.0,2424.0,1975,1,B2,325000.0,10,2016
79310,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6841,5,B2,10309,2,0,2,5640.0,1323.0,2016,1,B2,1160805.0,4,2017
79315,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6873,6,B2,10309,2,0,2,4300.0,2080.0,2005,1,B2,865000.0,11,2016
79316,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6873,20,B2,10309,2,0,2,5000.0,2751.0,2008,1,B2,975000.0,9,2016
79321,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6885,1,B2,10309,2,0,2,4900.0,2620.0,1983,1,B2,715000.0,4,2017
79322,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6887,58,B2,10309,2,0,2,4828.0,3661.0,2013,1,B2,988000.0,8,2017
79323,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6890,26,B2,10309,2,0,2,4183.0,2800.0,1985,1,B2,735000.0,7,2017
79324,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6891,70,B2,10309,2,0,2,4074.0,2808.0,1985,1,B2,770000.0,4,2017
79326,5,HUGUENOT,02 TWO FAMILY DWELLINGS                    ,1,6891,72,B2,10309,2,0,2,4032.0,2800.0,1984,1,B2,90000.0,7,2017
79330,5,HUGUENOT,05 TAX CLASS 1 VACANT LAND                 ,1,6324,138,A3,10312,1,0,1,5500.0,3872.0,2016,1,V0,470000.0,11,2016
79338,5,LIVINGSTON,01 ONE FAMILY DWELLINGS                    ,1,78,32,A1,10310,1,0,1,4500.0,1594.0,1920,1,A1,430000.0,12,2016
79339,5,LIVINGSTON,01 ONE FAMILY DWELLINGS                    ,1,78,207,A1,10310,1,0,1,5060.0,1600.0,1930,1,A1,650000.0,4,2017
79340,5,LIVINGSTON,01 ONE FAMILY DWELLINGS                    ,1,78,298,A2,10310,1,0,1,4200.0,1118.0,1950,1,A2,530000.0,5,2017
79341,5,LIVINGSTON,01 ONE FAMILY DWELLINGS                    ,1,78,314,A2,10310,1,0,1,4000.0,1178.0,1950,1,A2,445000.0,6,2017
79342,5,LIVINGSTON,01 ONE FAMILY DWELLINGS                    ,1,138,183,A2,10310,1,0,1,4950.0,968.0,1955,1,A2,515000.0,9,2016
79343,5,LIVINGSTON,01 ONE FAMILY DWELLINGS                    ,1,138,202,A1,10310,1,0,1,3800.0,1304.0,1930,1,A1,446000.0,9,2016
79344,5,LIVINGSTON,01 ONE FAMILY DWELLINGS                    ,1,138,381,A2,10310,1,0,1,5000.0,1196.0,1955,1,A2,550000.0,12,2016
79348,5,LIVINGSTON,01 ONE FAMILY DWELLINGS                    ,1,150,204,A1,10310,1,0,1,3744.0,1124.0,1920,1,A1,331892.0,1,2017
79350,5,LIVINGSTON,01 ONE FAMILY DWELLINGS                    ,1,150,333,A1,10310,1,0,1,2496.0,1296.0,1935,1,A1,499900.0,6,2017
79351,5,LIVINGSTON,01 ONE FAMILY DWELLINGS                    ,1,150,335,A1,10310,1,0,1,2280.0,1296.0,1935,1,A1,510000.0,4,2017
79353,5,LIVINGSTON,02 TWO FAMILY DWELLINGS                    ,1,70,1,B2,10301,2,0,2,2450.0,1836.0,1920,1,B2,350000.0,9,2016
79356,5,LIVINGSTON,02 TWO FAMILY DWELLINGS                    ,1,78,59,B2,10310,2,0,2,6000.0,2100.0,1950,1,B2,625000.0,12,2016
79357,5,LIVINGSTON,02 TWO FAMILY DWELLINGS                    ,1,137,59,B2,10310,2,0,2,3511.0,3102.0,2007,1,B2,711826.0,6,2017
79358,5,LIVINGSTON,02 TWO FAMILY DWELLINGS                    ,1,138,251,B2,10310,2,0,2,3750.0,1530.0,2001,1,B2,508000.0,5,2017
