,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE MONTH,SALE YEAR
29321,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5682,43,B3,11219,2,0,2,2650.0,3000.0,1925,1,B3,1750000.0,1,2017
29322,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5684,60,B9,11219,2,0,2,1978.0,2964.0,1965,1,B9,905000.0,5,2017
29327,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5687,27,B1,11219,2,0,2,2329.0,1856.0,1925,1,B1,1538000.0,4,2017
29328,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5687,65,B1,11219,2,0,2,2800.0,3058.0,1930,1,B1,980000.0,7,2017
29329,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5687,65,B1,11219,2,0,2,2800.0,3058.0,1930,1,B1,950000.0,4,2017
29331,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5688,24,B1,11219,2,0,2,2304.0,3192.0,1899,1,B1,1200000.0,2,2017
29336,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5689,67,B1,11219,2,0,2,2000.0,1662.0,1945,1,B1,1425000.0,4,2017
29338,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5690,62,B2,11219,2,0,2,6010.0,2395.0,1905,1,B2,4100000.0,12,2016
29339,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5693,27,B1,11220,2,0,2,2003.0,2080.0,1920,1,B1,1888000.0,2,2017
29340,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5693,55,B1,11220,2,0,2,2003.0,2236.0,1915,1,B1,450000.0,11,2016
29341,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5694,13,B1,11219,2,0,2,2404.0,2090.0,1925,1,B1,1368000.0,12,2016
29342,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5696,29,B1,11219,2,0,2,3005.0,6510.0,1992,1,B1,2375000.0,9,2016
29343,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5697,21,B3,11219,2,0,2,3005.0,2000.0,1925,1,B3,1600000.0,5,2017
29351,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5703,21,B2,11219,2,0,2,2003.0,2120.0,1905,1,B2,850000.0,10,2016
29354,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5705,3,B1,11219,2,0,2,2000.0,2160.0,1899,1,B1,1300000.0,9,2016
29358,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5709,41,S2,11219,2,1,3,2000.0,3320.0,1931,1,S2,1200000.0,10,2016
29359,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5712,16,B2,11219,2,0,2,2003.0,2000.0,1925,1,B2,1250000.0,4,2017
29360,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5712,54,B2,11219,2,0,2,2003.0,1640.0,1925,1,B2,700000.0,3,2017
29361,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5716,27,B2,11219,2,0,2,2000.0,2000.0,1925,1,B2,950000.0,2,2017
29362,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5720,21,B1,11219,2,0,2,3400.0,1800.0,1944,1,B1,1650000.0,4,2017
29364,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5729,40,B1,11219,2,0,2,2500.0,2360.0,1925,1,B1,1350000.0,4,2017
29366,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5731,21,B1,11219,2,0,2,2100.0,1680.0,1950,1,B1,988000.0,4,2017
29367,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5732,11,B1,11219,2,0,2,1800.0,1480.0,1930,1,B1,950000.0,8,2017
29368,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5732,72,B1,11219,2,0,2,1800.0,1376.0,1930,1,B1,900000.0,8,2017
29369,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5733,2,B1,11219,2,0,2,1105.0,1960.0,1930,1,B1,990000.0,3,2017
29370,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5733,18,B2,11219,2,0,2,4000.0,1280.0,1930,1,B2,1200000.0,10,2016
29371,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5733,61,B1,11219,2,0,2,2000.0,2496.0,1930,1,B1,1118000.0,12,2016
29373,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5744,60,B1,11219,2,0,2,2400.0,2080.0,1925,1,B1,1370000.0,9,2016
29380,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5747,67,B1,11219,2,0,2,2000.0,3216.0,1920,1,B1,1275000.0,3,2017
29383,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,6550,16,B1,11204,2,0,2,2450.0,1760.0,1930,1,B1,980000.0,7,2017
29384,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,6550,28,B1,11204,2,0,2,2450.0,1760.0,1930,1,B1,999000.0,2,2017
29385,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,6555,19,B1,11204,2,0,2,2200.0,3206.0,1950,1,B1,1220000.0,12,2016
29386,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,6555,29,B1,11204,2,0,2,2000.0,3828.0,1940,1,B1,850000.0,12,2016
29388,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,6557,3,B2,11204,2,0,2,2000.0,2016.0,1925,1,B2,810000.0,3,2017
29389,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,6557,49,B2,11204,2,0,2,2975.0,1577.0,1930,1,B2,1180000.0,4,2017
29391,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,6559,28,B2,11204,2,0,2,2500.0,2560.0,1925,1,B2,1275000.0,12,2016
29393,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,6560,8,B1,11204,2,0,2,2000.0,3000.0,1920,1,B1,1180000.0,1,2017
29395,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,6563,52,B2,11204,2,0,2,1800.0,2100.0,1925,1,B2,990000.0,8,2017
29396,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,6563,53,B1,11204,2,0,2,2000.0,1720.0,1930,1,B1,995000.0,12,2016
29399,3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,6607,56,B1,11204,2,0,2,2000.0,2070.0,1950,1,B1,995000.0,10,2016
29402,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5295,1,C0,11218,3,0,3,2000.0,2472.0,1899,1,C0,970000.0,3,2017
29404,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5297,69,C0,11218,3,0,3,2003.0,4200.0,1931,1,C0,1600000.0,12,2016
29412,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5379,53,C0,11204,3,0,3,4007.0,2580.0,1930,1,C0,1600000.0,9,2016
29413,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5381,60,C0,11204,3,0,3,4807.0,2260.0,1925,1,C0,1900000.0,10,2016
29414,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5382,59,C0,11218,3,0,3,1597.0,1848.0,1920,1,C0,999999.0,11,2016
29415,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5430,33,C0,11219,3,0,3,2003.0,2560.0,1960,1,C0,900000.0,8,2017
29418,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5433,46,C0,11219,3,0,3,4007.0,4852.0,1920,1,C0,3300000.0,8,2017
29423,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5436,12,C0,11219,3,0,3,4007.0,4976.0,1920,1,C0,1500000.0,8,2017
29432,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5448,16,C0,11204,3,0,3,2003.0,3720.0,1980,1,C0,380000.0,3,2017
29436,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5458,52,C0,11219,3,0,3,3005.0,4636.0,1975,1,C0,2350000.0,9,2016
29438,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5462,29,C0,11204,3,0,3,3005.0,3280.0,1945,1,C0,1325000.0,12,2016
29440,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5465,38,C0,11219,3,0,3,2000.0,3720.0,1970,1,C0,200000.0,1,2017
29449,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5488,48,C0,11219,3,0,3,2003.0,2048.0,1905,1,C0,1375000.0,12,2016
29451,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5491,10,C0,11219,3,0,3,3008.0,5440.0,1970,1,C0,2700500.0,7,2017
29454,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5493,34,C0,11204,3,0,3,2454.0,2320.0,1910,1,C0,1650000.0,5,2017
29455,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5494,29,C0,11204,3,0,3,4033.0,3300.0,1970,1,C0,850000.0,12,2016
29456,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5494,30,C0,11204,3,0,3,2970.0,3300.0,1970,1,C0,2100500.0,8,2017
29464,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5500,79,C0,11204,3,0,3,2003.0,2942.0,1960,1,C0,970000.0,7,2017
29466,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5511,6,C0,11204,3,0,3,4023.0,2802.0,1910,1,C0,1150000.0,5,2017
29468,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5512,66,C0,11204,3,0,3,2003.0,2475.0,1935,1,C0,1490000.0,6,2017
29469,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5515,61,C0,11204,3,0,3,2496.0,2520.0,1925,1,C0,1500000.0,3,2017
29470,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5515,68,C0,11204,3,0,3,2504.0,2520.0,1925,1,C0,985000.0,7,2017
29471,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5515,68,C0,11204,3,0,3,2504.0,2520.0,1925,1,C0,171875.0,2,2017
29472,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5521,28,C0,11204,3,0,3,2550.0,2440.0,1930,1,C0,1400000.0,12,2016
29475,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5525,4,C0,11204,3,0,3,1600.0,2280.0,1910,1,C0,930000.0,1,2017
29478,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5535,35,C0,11204,3,0,3,3400.0,3007.0,1925,1,C0,1550000.0,5,2017
29479,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5536,13,C0,11204,3,0,3,2500.0,2560.0,1920,1,C0,840000.0,5,2017
29480,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5546,8,C0,11204,3,0,3,2425.0,2535.0,1945,1,C0,1380000.0,3,2017
29482,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5584,67,C0,11219,3,0,3,1903.0,2190.0,1910,1,C0,980000.0,9,2016
29483,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5585,14,C0,11218,3,0,3,1903.0,2280.0,1920,1,C0,995000.0,7,2017
29485,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5585,49,C0,11218,3,0,3,1903.0,2280.0,1920,1,C0,1250000.0,10,2016
29486,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5588,15,C0,11218,3,0,3,2003.0,2352.0,1901,1,C0,995000.0,12,2016
29487,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5589,56,C0,11218,3,0,3,2003.0,2352.0,1901,1,C0,1230000.0,7,2017
29489,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5593,27,C0,11218,3,0,3,2003.0,2811.0,1901,1,C0,916000.0,3,2017
29492,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5599,26,C0,11219,3,0,3,2003.0,2040.0,1940,1,C0,1469000.0,6,2017
29493,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5599,53,C0,11219,3,0,3,2003.0,2080.0,1940,1,C0,999999.0,8,2017
29495,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5607,67,C0,11219,3,0,3,2513.0,3840.0,1925,1,C0,1350000.0,3,2017
29496,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5607,67,C0,11219,3,0,3,2513.0,3840.0,1925,1,C0,1300000.0,12,2016
29497,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5612,70,C0,11219,3,0,3,2003.0,2080.0,1910,1,C0,1100000.0,6,2017
29499,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5615,59,C0,11219,3,0,3,4007.0,3180.0,1910,1,C0,2200000.0,1,2017
29503,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5616,150,C0,11219,3,0,3,2705.0,5520.0,1970,1,C0,2100000.0,10,2016
29510,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1B,5623,25,V0,11219,3,0,3,4007.0,0.0,1920,1,C0,1900000.0,9,2016
29512,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5623,58,C0,11219,3,0,3,2000.0,3720.0,1965,1,C0,1675000.0,2,2017
29513,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5624,56,C0,11219,3,0,3,2504.0,4225.0,1960,1,C0,1200000.0,12,2016
29514,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5624,57,C0,11219,3,0,3,2504.0,4225.0,1960,1,C0,2300000.0,6,2017
29515,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5626,28,C0,11219,3,0,3,1960.0,3240.0,1910,1,C0,1325000.0,5,2017
29519,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5629,65,C0,11219,3,0,3,2017.0,3720.0,1931,1,C0,1450000.0,8,2017
29520,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5630,29,C0,11219,3,0,3,2003.0,3600.0,1994,1,C0,1800000.0,12,2016
29521,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5630,58,C0,11219,3,0,3,2504.0,4396.0,1950,1,C0,1960000.0,12,2016
29523,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5630,71,C0,11219,3,0,3,2003.0,3534.0,1970,1,C0,2100000.0,7,2017
29526,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5637,23,C0,11220,3,0,3,2000.0,3016.0,1965,1,C0,1340000.0,9,2016
29528,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5642,30,C0,11219,3,0,3,2504.0,5184.0,1975,1,C0,1720000.0,4,2017
29532,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5649,72,C0,11219,3,0,3,2003.0,4080.0,1980,1,C0,1975000.0,1,2017
29533,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5650,21,C0,11219,3,0,3,2805.0,5008.0,1965,1,C0,2600000.0,7,2017
29540,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5656,69,C0,11219,3,0,3,2604.0,5655.0,1970,1,C0,2100000.0,5,2017
29541,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5657,29,C0,11219,3,0,3,4007.0,6300.0,1970,1,C0,900000.0,2,2017
29543,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5657,33,C0,11219,3,0,3,2003.0,3720.0,1977,1,C0,1500000.0,11,2016
29544,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5661,20,C0,11219,3,0,3,2454.0,3840.0,1925,1,C0,950000.0,1,2017
29545,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5661,56,C0,11219,3,0,3,2554.0,2750.0,1920,1,C0,900000.0,3,2017
29547,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5662,10,C0,11219,3,0,3,2017.0,3288.0,1901,1,C0,1750000.0,11,2016
29549,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5667,21,C0,11219,3,0,3,2204.0,3120.0,1905,1,C0,995000.0,6,2017
29553,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5681,61,C0,11219,3,0,3,2346.0,3680.0,1920,1,C0,689310.0,9,2016
29559,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5696,18,C0,11219,3,0,3,4007.0,2469.0,1925,1,C0,1150000.0,11,2016
29564,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5704,51,C0,11219,3,0,3,2003.0,3900.0,1980,1,C0,983000.0,1,2017
29565,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5704,52,C0,11219,3,0,3,2003.0,3900.0,1980,1,C0,993000.0,1,2017
29566,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5709,38,C0,11219,3,0,3,6017.0,3150.0,1960,1,C0,2705000.0,10,2016
29569,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5730,123,C0,11219,3,0,3,1950.0,2110.0,1899,1,C0,1500000.0,3,2017
29570,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5732,64,C0,11219,3,0,3,1900.0,2988.0,1930,1,C0,935000.0,6,2017
29571,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5734,39,C0,11219,3,0,3,2052.0,3696.0,1910,1,C0,1398000.0,4,2017
29574,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5737,70,C0,11219,3,0,3,2708.0,2552.0,1925,1,C0,1725000.0,10,2016
29578,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,5744,20,C0,11219,3,0,3,2917.0,2520.0,1920,1,C0,1230000.0,9,2016
29582,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,6551,69,C0,11204,3,0,3,2000.0,2308.0,1973,1,C0,1250000.0,3,2017
29583,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,6554,24,C0,11204,3,0,3,1800.0,2560.0,1960,1,C0,950000.0,1,2017
29586,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,6558,45,C0,11204,3,0,3,2625.0,4347.0,1930,1,C0,1540300.0,9,2016
29587,3,BOROUGH PARK,03 THREE FAMILY DWELLINGS                  ,1,6562,18,C0,11204,3,0,3,2000.0,3400.0,1955,1,C0,999000.0,10,2016
29590,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5350,1302,R6,11218,1,0,1,0.0,0.0,2010,1,R6,900000.0,8,2017
29591,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5367,1015,R3,11218,1,0,1,0.0,0.0,1997,1,R3,900000.0,12,2016
29592,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5380,1201,R6,11204,1,0,1,0.0,0.0,2015,1,R6,855000.0,2,2017
29593,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5380,1202,R6,11204,1,0,1,0.0,0.0,2015,1,R6,738473.0,4,2017
29594,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5380,1203,R6,11204,1,0,1,0.0,0.0,2015,1,R6,750000.0,2,2017
29595,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5380,1301,R3,11204,1,0,1,0.0,0.0,2015,1,R3,680000.0,2,2017
29596,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5380,1302,R3,11204,1,0,1,0.0,0.0,2015,1,R3,498888.0,12,2016
29597,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5380,1303,R3,11204,1,0,1,0.0,0.0,2015,1,R3,850517.0,11,2016
29598,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5380,1401,R6,11204,1,0,1,0.0,0.0,2015,1,R6,763938.0,4,2017
29599,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5380,1402,R6,11204,1,0,1,0.0,0.0,2015,1,R6,499000.0,2,2017
29600,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5380,1403,R6,11204,1,0,1,0.0,0.0,2015,1,R6,685000.0,5,2017
29601,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5380,1601,R6,11204,1,0,1,0.0,0.0,2015,1,R6,682451.0,2,2017
29602,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5380,1602,R6,11204,1,0,1,0.0,0.0,2015,1,R6,672266.0,4,2017
29603,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5380,1603,R6,11204,1,0,1,0.0,0.0,2015,1,R6,763687.0,4,2017
29604,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5381,1101,R3,11218,1,0,1,0.0,0.0,2008,1,R3,600000.0,6,2017
29605,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5381,1204,R3,11204,1,0,1,0.0,0.0,2014,1,R3,535000.0,6,2017
29606,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5381,1302,R3,11218,1,0,1,0.0,0.0,2015,1,R3,1300000.0,12,2016
29609,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5394,1203,R6,11218,1,0,1,0.0,0.0,1944,1,R6,775000.0,9,2016
29610,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5430,1002,R6,11219,1,0,1,0.0,0.0,2007,1,R6,682227.0,8,2017
29613,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5434,1002,R6,11204,1,0,1,0.0,0.0,2006,1,R6,1300000.0,12,2016
29617,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5461,1003,R6,11204,1,0,1,0.0,0.0,1910,1,R6,900000.0,9,2016
29618,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5477,1001,R6,11219,1,0,1,0.0,0.0,1970,1,R6,866000.0,6,2017
29619,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5477,1002,R6,11219,1,0,1,0.0,0.0,1970,1,R6,130000.0,5,2017
29625,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5493,1201,R3,11204,1,0,1,0.0,0.0,2005,1,R3,885000.0,10,2016
29629,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5497,1801,R6,11204,1,0,1,0.0,0.0,2013,1,R6,875000.0,5,2017
29631,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5498,1101,R6,11204,1,0,1,0.0,0.0,2013,1,R6,610950.0,2,2017
29632,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5498,1102,R6,11204,1,0,1,0.0,0.0,2013,1,R6,850000.0,1,2017
29633,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5498,1201,R6,11204,1,0,1,0.0,0.0,2013,1,R6,550000.0,7,2017
29634,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5498,1202,R6,11204,1,0,1,0.0,0.0,2013,1,R6,499000.0,4,2017
29635,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5498,1203,R6,11204,1,0,1,0.0,0.0,2013,1,R6,507000.0,6,2017
29640,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5515,1002,R6,11204,1,0,1,0.0,0.0,2013,1,R6,789143.0,8,2017
29641,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5515,1003,R6,11204,1,0,1,0.0,0.0,2013,1,R6,810000.0,7,2017
29653,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5609,1202,R3,11219,1,0,1,0.0,0.0,2004,1,R3,661862.0,2,2017
29655,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5615,1102,R6,11219,1,0,1,0.0,0.0,2007,1,R6,775000.0,6,2017
29662,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5628,1701,R3,11219,1,0,1,0.0,0.0,2005,1,R3,975000.0,11,2016
29663,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5628,2203,R6,11219,1,0,1,0.0,0.0,1975,1,R6,670000.0,6,2017
29667,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5641,1001,R6,11219,1,0,1,0.0,0.0,1960,1,R6,845000.0,4,2017
29669,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5643,1001,R3,11219,1,0,1,0.0,0.0,1986,1,R3,995000.0,2,2017
29675,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5663,1504,R3,11219,1,0,1,0.0,0.0,2003,1,R3,745000.0,7,2017
29676,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5663,1505,R3,11219,1,0,1,0.0,0.0,2003,1,R3,750000.0,12,2016
29678,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5664,1102,R3,11219,1,0,1,0.0,0.0,1992,1,R3,950850.0,3,2017
29680,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5681,1102,R6,11219,1,0,1,0.0,0.0,2013,1,R6,700000.0,2,2017
29682,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5682,1002,R6,11219,1,0,1,0.0,0.0,1925,1,R6,850000.0,4,2017
29687,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5695,1002,R6,11219,1,0,1,0.0,0.0,2016,1,R6,931698.0,7,2017
29688,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5695,1003,R6,11219,1,0,1,0.0,0.0,2016,1,R6,982611.0,3,2017
29689,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5695,1601,R6,11219,1,0,1,0.0,0.0,2016,1,R6,1170987.0,5,2017
29690,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1C,5695,1603,R6,11219,1,0,1,0.0,0.0,2016,1,R6,985000.0,8,2017
29694,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5703,1801,R3,11219,1,0,1,0.0,0.0,2015,1,R3,905000.0,9,2016
29695,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5703,1802,R3,11219,1,0,1,0.0,0.0,2015,1,R3,640000.0,10,2016
29696,3,BOROUGH PARK,04 TAX CLASS 1 CONDOS                      ,1A,5703,1803,R3,11219,1,0,1,0.0,0.0,2015,1,R3,635388.0,9,2016
